station_code,lon,lat
G370603,121.1421659,37.6024067
G370604,121.5817255,37.3760549
G370605,121.2550926,37.4714142
G370606,121.4430704,37.47743887
G370607,121.3185607,37.546224
G370608,121.3674208,37.53964474
G410801,113.227,35.213
G410802,113.261111,35.235556
G410803,113.1991667,35.259
G410804,113.2463889,35.17638889
G231001,129.61976,44.58134
G231002,129.645556,44.608611
G231003,126.97753,45.53805
G231004,129.6104,44.584
G231005,129.61,44.565833
G450901,110.1433,22.6164
G450902,110.1106,22.7019
G450903,110.1675,22.6411
G632701,97,33.0014
G530401,102.577778,24.369444
G530402,102.496389,24.341111
G530403,102.543333,24.360278
G440401,113.495,22.2294
G440402,113.574,22.2611
G440403,113.628,22.4251
G440404,113.299,22.2281
G210211,122.015,39.6166
G210212,121.9968,39.6254
G623001,102.9064746,35.0015277
G513301,101.9628,30.0506
G513302,101.9603,30.0475
G220801,122.8211,45.6175
G220802,122.8444,45.6289
G220601,126.4047,41.9206
G220602,126.4078,41.9419
G620401,104.1731,36.5481
G620402,104.1731,36.5458
G451001,106.6527,23.8844
G451002,106.6103,23.9011
G430901,112.3439,28.56
G430902,112.3458,28.5808
G430903,112.4067,28.6428
G430904,112.3347,28.6047
G430905,112.3744,28.5819
G320901,120.155,33.39388889
G320902,120.2172222,33.38277778
G320903,120.135407,33.370299
G320904,120.1177778,33.40277778
G211101,122.10584,41.138824
G211102,122.060968,41.155037
G211103,121.923678,41.159612
G511401,103.8341,30.062
G511402,103.8495,30.0691
G511403,103.8416,30.0874
G511404,103.8986,30.0506
G640201,106.372538,39.0002141
G640202,107.333333,39.22
G640203,106.3916,38.825
G640204,106.781176,39.239302
G130101,114.562,38.042
G130102,114.542,38.031
G130103,114.521,38.052
G130104,114.51486,38.042307
G130105,114.354,37.91
G130106,114.455,38.051
G130107,114.502,38.14
G130108,114.467,38.012
G130109,114.605,38.04
G659002,86.0497,44.2967
G659003,86.0697,44.3075
G350101,119.299,26.1092
G350102,119.303,26.0392
G350103,119.414,26.0258
G350104,119.268,26.0797
G350105,119.315,26.0753
G350106,119.389,26.0542
G130301,119.526,39.828
G130302,119.595,39.9353
G130303,119.537,39.942
G130304,119.602,39.957
G130305,119.762,40.018
G370109,117.5359,36.6929
G370110,117.5415,36.7097
G532501,103.3772,23.3993
G532502,103.386,23.4168
G532503,103.3113,23.4626
G330601,120.605,29.9919
G330602,120.370375,30.32877
G330603,120.598,30.0911
G231201,126.9934,46.6384
G231202,126.9636,46.6527
G510701,104.7283,31.5072
G510702,104.7778,31.4747
G510703,104.7536,31.4539
G510704,104.6717,31.4656
G371501,116.001722,36.45746
G371502,115.9836111,36.47944444
G371503,115.991655,36.442637
G371504,116.007,36.435
G441201,112.472,23.0786
G441202,112.565,23.1617
G441203,112.471,23.0528
G441204,112.427,23.0706
G370205,120.0295,35.8695
G370206,119.999,35.8719
G370207,120.0211,36.25331
G370208,120.01308,36.28324
G510301,104.7547,29.3628
G510302,104.7692,29.3411
G510303,104.7747,29.3564
G510304,104.7214,29.3586
G330901,122.19,29.9944
G330902,122.122,30.0203
G330903,122.309,29.9558
G340201,118.402222,31.383889
G340202,118.370833,31.317778
G340203,118.352778,31.350833
G340204,118.37,31.418889
G320513,120.5613889,31.24722222
G320514,120.6177778,31.30277778
G320515,120.6130556,31.27055556
G320516,120.5908333,31.30194444
G320517,120.6405556,31.37083333
G320518,120.66525,31.31211111
G320519,120.5502778,31.29944444
G320520,120.5966667,31.30138889
G440901,110.905,21.665
G440902,111.0286,21.4689
G440903,110.933333,21.651667
G440904,110.866667,21.693333
G421001,112.2547,30.31754
G421002,112.201667,30.353056
G421003,112.2885,30.3124
G420801,0,0
G420802,112.1969,30.9892
G420803,112.2211111,31.0386111
G420804,112.2013889,31.0483333
G371008,122.4162,37.1572
G371009,122.4256,37.16575
G350301,118.981,25.4792
G350302,119.1117,25.4556
G350303,119.1015,25.3214
G350304,119.0156,25.442
G350305,119.0018,25.4552
G370609,119.975,37.185
G370610,119.96,37.195
G371201,117.6888889,36.2288889
G371202,117.725,36.2080556
G371203,117.695,36.205
G370209,120.5187,36.8848
G370210,120.541,36.868
G371701,115.4747222,35.2375
G371702,115.436222,35.254852
G371703,115.455,35.27
G360301,113.8381,27.6428
G360302,113.865,27.6178
G360303,113.8447,27.6231
G360304,113.8686,27.6442
G360305,114.0944,27.4948
G210801,122.276386,40.710069
G210802,122.3828965,40.6819367
G210803,122.17281,40.666988
G210804,122.379967,40.680303
G211401,120.8671718,40.7740407
G211402,120.84327,40.754193
G211403,120.848651,40.7219793
G211404,120.916878,40.722688
G370611,120.7664,37.8035
G370612,120.7724,37.8083
G340301,117.3086,32.935
G340302,117.3961,32.939
G340303,117.3536,32.9673
G340304,117.3575,32.9444
G340305,117.4186,32.8913
G340306,117.3065,32.8985
G131101,115.69,37.739
G131102,115.643,37.738
G131103,115.695,37.758
G430401,112.5328,26.9089
G430402,112.6197,26.8733
G430403,112.6006,26.8919
G430404,112.6211,26.8956
G430405,112.5664,26.9056
G430406,112.6194,26.9258
G330801,118.871,28.9664
G330802,118.871,28.9404
G330803,118.855,28.9745
G420601,112.1391667,32.0563889
G420602,112.155,32.0197222
G420603,112.2109722,32.0903333
G420604,112.18355,32.1145
G532801,100.8017,22.0225
G532802,100.7939,22.0019
G630101,101.834,36.5819
G630102,101.748,36.6428
G630103,101.749,36.6922
G630104,101.524,36.6867
G610101,109.2186,34.3731
G610102,108.993,34.2629
G610103,108.94,34.2324
G610104,108.954,34.2713
G610105,109.043,34.3274
G610106,108.985,34.1978
G610107,109.06,34.2572
G610108,108.935,34.3474
G610109,108.869,34.378
G610110,108.906,34.1546
G610111,109.2,34.6575
G610112,108.882,34.2749
G610113,108.883,34.2303
G411001,113.7905556,33.99527778
G411002,113.8211529,34.0343331
G411003,113.8330556,34.01166667
G330604,120.2487,29.7083
G330605,120.2209,29.7241
G450801,109.5681,23.1478
G450802,109.6042,23.0672
G450803,109.5683,23.1036
G450804,109.6014,23.0944
G520101,106.69472,26.51528
G520102,106.765,26.56
G520103,106.69722,26.56889
G520104,106.71639,26.56972
G520105,106.80472,26.30028
G520106,106.74861,26.63417
G520107,106.65556,26.43639
G520108,106.71056,26.60083
G520109,106.62417,26.62667
G520110,106.68556,26.60278
G451101,111.5622,24.4072
G451102,111.5269,24.4175
G512001,104.6294,30.1259
G512002,104.6289,30.1377
G512003,104.6469,30.1142
G512004,104.6617,30.1366
G512005,104.6356,30.1506
G360701,114.8905,25.8471
G360702,114.9367,25.8664
G360703,114.9322,25.8333
G360704,114.9461,25.8481
G360705,114.9064,25.9118
G150401,118.9572,42.2725
G150402,118.8789,42.2556
G150403,118.9233,42.2814
G150404,118.8888518,42.1695449
G220401,125.1567,42.8953
G220402,125.1358,42.8947
G211001,123.1910292,41.2076729
G211002,123.183182,41.258982
G211003,123.4137974,41.1747025
G211004,123.1424869,41.2887329
G511701,107.4988,31.2132
G511702,107.4644,31.2124
G511703,107.5086,31.2186
G511704,107.5082,31.1986
G511705,107.5277,31.2827
G140801,110.9678,35.0308
G140802,111.0522222,35.04388889
G140803,111.0233,35.0611
G140804,111.0414,35.1147
G140805,110.9956,35.0147
G140806,111.024271,35.031516
G320701,119.221611,34.596653
G320702,119.1759556,34.58855556
G320703,119.221611,34.596653
G320704,119.1463078,34.5892016
G533401,99.7064,27.8136
G533402,99.7056,27.8317
G220501,125.9361,41.7156
G220502,125.9486,41.7381
G150501,122.3039,43.6156
G150502,122.2532,43.6801
G150503,122.2603,43.6267
G510901,105.5612,30.5202
G510902,105.5555,30.5624
G510903,105.5978,30.4711
G510904,105.5899,30.5337
G520301,106.9222,27.6869
G520302,106.9242,27.7019
G520303,106.9178,27.72
G520304,106.8906,27.6486
G520305,106.923056,27.687778
G130501,114.485,37.062
G130502,114.533,37.096
G130503,114.482,37.097
G130504,114.526,37.053
G542401,92.0505,31.4733
G542402,92.0657,31.4846
G130401,114.496,36.62
G130402,114.513,36.618
G130403,114.5,36.6114
G130404,114.504,36.578
G430501,111.4733,27.2317
G430502,111.4908,27.2582
G430503,111.5239,27.3033
G430504,111.4328,27.2272
G430505,111.4503,27.2537
G410101,113.564,34.802
G410102,113.73984,34.772247
G410103,113.611277,34.91622
G410104,113.5991,34.67
G410105,113.6356,34.7538
G410106,113.681,34.7545
G410107,113.73325,34.717536
G410108,113.641,34.7745
G410109,113.675,34.8019
G431001,113.0119,25.8179
G431002,113.0383,25.8071
G431003,113.0348,25.7759
G431004,113.0116,25.8226
G431005,113.0073,25.9061
G150601,109.8119,39.5989
G150602,109.9734,39.7884
G150603,109.9486,39.8261
G150604,109.7736,39.5986
G150605,110.0023,39.8129
G420701,114.8130556,30.4133333
G420702,114.8877778,30.3945278
G420703,114.8986111,30.3716667
G620901,98.509,39.746
G620902,98.5023,39.7294
G500001,106.636071,29.725051
G500002,106.583955,29.511823
G500003,106.599573,29.42724
G500004,106.660147,29.625285
G500005,106.428663,29.827681
G500006,106.490048,29.489688
G500007,106.513976,29.508009
G500008,106.376755,29.494546
G500009,106.573611,29.648238
G500010,106.61253,29.704094
G500011,106.379,29.8272
G500012,106.647273,29.49312
G500013,106.461183,29.715053
G500014,106.306343,29.604617
G500015,106.571,29.5642
G500016,106.463014,29.577044
G500017,106.516267,29.385106
G330703,119.647,29.077
G330704,119.648556,29.104154
G330705,119.686,29.1029
G320409,119.5841,31.7494
G320410,119.5842,31.7353
G620301,102.1845322,38.5126827
G620302,102.189444,38.524444
G620303,102.1746,38.5348
G450701,108.6553,21.9508
G450702,108.6236,21.9667
G450703,108.5989,21.7431
G211201,123.874963,42.294964
G211202,123.8397474,42.3089955
G211203,123.7268008,42.2226675
G211204,123.726163,42.22297
G520601,109.17472,27.69444
G520602,109.18472,27.73472
G610201,109.0656,35.0994
G610202,108.9589,34.8731
G610203,108.9344,34.9058
G610204,109.0697,35.0697
G340701,117.8078,30.9222
G340702,117.7806,30.9414
G340703,117.7442,30.8811
G340704,117.8178,30.9414
G340705,117.8662883,30.9618743
G340706,117.8467496,30.938423
G640101,106.136,38.5036
G640102,106.230909,38.487194
G640103,106.227198,38.459533
G640104,106.233,38.4975
G640105,105.951,38.6016
G640106,106.2723962,38.4750241
G152501,116.0781,43.9311
G152502,116.1042,43.9317
G210701,121.131697,41.139368
G210702,122.041263,41.568383
G210703,121.135278,40.111389
G210704,121.044,40.837
G210705,121.199,41.121
G321103,119.4302778,32.13194445
G321104,119.4286111,32.20555556
G321105,119.6805556,32.18833333
G321106,119.435725,32.130734
G321107,119.4913889,32.215
G220101,125.454,43.7878
G220102,125.279,43.84
G220103,125.325,43.8694
G220104,125.287,43.91
G220105,125.217,43.85
G220106,125.633,43.55
G220107,125.417,43.8667
G220108,125.279,43.84
G220109,125.323,43.9167
G220110,125.25,43.8167
G430101,112.979,28.2597
G430102,112.984,28.1178
G430103,112.996,28.3586
G430104,112.891,28.1308
G430105,112.944,28.1897
G430106,113.001,28.1944
G430107,113.082,28.2422
G430108,113.003,28.143
G430109,113.078,28.2011
G430110,112.888,28.2203
G140401,113.0886,36.2126
G140402,113.1569,36.1912
G140403,113.1097,36.1542
G140404,113.151812,36.19664
G140405,113.0972,36.1939
G140406,113.0844444,36.1855
G210901,121.6761302,42.0269977
G210902,121.690984,42.069146
G210903,121.7100635,42.0388735
G210904,121.661141,42.032999
G210905,121.6540257,42.0194194
G341201,115.816707,32.888219
G341202,115.8275,32.8928
G341203,115.8556,32.8603
G341204,115.791,32.886
G450601,108.3506,21.6414
G450602,108.3411,21.6158
G450603,108.3511,21.7631
G441701,111.950833,21.853611
G441702,111.95732,21.85927
G441703,111.978611,21.858611
G140301,113.5922,37.8561
G140302,113.5158,37.85
G140303,113.5753,37.8564
G140304,113.5689,37.8694
G140305,113.6292,37.8531
G140306,113.4922,37.8792
G652901,80.2828,41.1636
G652902,80.2956,41.1933
G654301,88.1214,47.9047
G654302,88.1267,47.8515
G513201,102.1755,31.9286
G513202,102.2218,31.9025
G513203,102.2402,31.8934
G152901,105.6775,38.8343
G152902,105.724,38.8516
G152903,105.6975,38.843
G542501,80.0895,32.5039
G542502,80.1161,32.5
G621201,104.9336076,33.3841231
G621202,105.0822,33.3261
G621203,104.934,33.381
G421301,113.3586111,31.7272222
G421302,113.3769444,31.6919444
G421303,113.3983,31.7308
G511801,103.009,30.0125
G511802,103.0001,29.9816
G511803,103.0109,29.9834
G511804,103.0013,29.9899
G370211,120.660697,36.240156
G370212,120.36125,36.103886
G370213,120.39492,36.308156
G370214,120.465427,36.091009
G370215,120.336184,36.069711
G370216,120.403259,36.06525
G370217,120.294134,36.054169
G370218,120.380186,36.18457
G370219,120.185909,35.958797
G210301,123.138067,41.031458
G210302,123.0466946,41.1512218
G210303,122.997223,41.104806
G210304,122.963611,41.089722
G210305,123.026248,41.135121
G210306,122.969672,41.119778
G210307,122.9407,41.0784
G440201,113.606944,24.799167
G440202,113.578333,24.770833
G440203,113.596389,24.686111
G440204,113.539722,24.810833
G440205,113.641389,24.793889
G340501,118.482778,31.643889
G340502,118.6517,31.7155
G340503,118.510556,31.750556
G340504,118.505833,31.686111
G340505,118.48,31.692778
G411701,113.996,32.996
G411702,114.018,32.965
G411703,114.0130556,33.00694444
G230301,130.9298,45.2978
G230302,130.962,45.2924
G230303,131.0103,45.2948
G230304,130.9817,45.305
G410601,114.2955556,35.75111111
G410602,114.17,35.90194444
G410603,114.2877778,35.73055556
G230401,130.3172,47.3489
G230402,130.1097,47.3382
G230403,130.2659,47.3349
G230404,130.261,47.2753
G360601,116.9983,28.2169
G360602,117.0222,28.2264
G360603,117.0564,28.2642
G360604,117.0281,28.2403
G360605,116.9622,28.095
G421101,114.872316,30.453906
G421102,114.9074556,30.4719222
G632301,102.0199,35.5102
G341001,118.3057,29.7128
G341002,118.3236,29.7207
G341003,118.1371,30.2756
G420201,114.9492694,30.1759889
G420202,115.0624722,30.2351944
G420203,115.0263889,30.2099444
G420204,114.9014139,30.2066028
G420205,115.0766667,30.2027778
G231101,127.4961,50.2486
G231103,127.5044,50.2391
G231102,127.4143,50.2538
G522601,107.89083,26.53111
G522602,107.97444,26.57778
G522603,107.982859,26.583442
G522701,107.52278,26.24056
G522301,104.90222,25.0925
G522302,104.88111,25.09917
G230201,123.916667,47.383333
G230202,123.983333,47.383333
G230203,123.93045,47.363617
G230204,123.616667,47.183333
G230205,123.95213,47.30139
G350801,117.0256,25.0661
G350802,117.0151,25.0311
G350803,117.0216,25.1035
G350804,117.0181,25.1174
G120019,117.200983,39.084158
G120020,117.200983,39.084158
G120021,117.209479,39.136253
G120022,117.209479,39.136253
G120023,117.309707,39.083305
G120024,117.200983,39.084158
G120025,117.37094,39.16185
G120026,117.791259,39.154068
G210112,123.541209,41.858868
G210113,123.4586623,41.7468268
G210114,123.427093,41.766907
G210115,123.294025,41.771943
G210116,123.543043,41.832615
G210117,123.4260338,41.8389545
G210118,123.4406575,41.7782539
G210119,123.431472,41.805699
G210120,123.400846,41.83294
G320214,120.371397,31.476907
G320215,120.375558,31.550169
G320216,120.31191,31.49117
G441906,113.785503,23.049812
G441907,113.7561242,23.0276873
G510110,104.057255,30.657144
G520111,106.6943774,26.577713
G520112,106.750625,26.630845
G520113,106.67026,26.409818
G520114,106.631087,26.632078
G520115,106.71414,26.591842
G520116,106.630154,26.647661
G210805,122.3828965,40.6819367
G210806,122.276386,40.710069
G210807,122.235418,40.667012
G210605,124.354451,40.000787
G210606,124.428207,40.156313
G210607,124.395757,40.13652
G210608,124.152274,39.885819
G211104,121.9278611,41.160998
G211405,120.83694,40.711041
G211406,120.84327,40.754193
G211407,120.83694,40.711041
G211408,120.8671718,40.7740407
G441604,114.700961,23.743686
G441605,114.713721,23.757251
G441606,114.696159,23.722621
G441804,113.047777,23.688409
G441805,113.0099866,23.7347917
G445205,116.375107,23.528299
G445206,116.3344188,23.5399013
G445207,116.379501,23.547999
G445208,116.418299,23.51262
G210308,123.192563,41.270283
G210309,122.994329,41.108647
G210310,122.98225,41.108742
G210311,123.216616,41.234895
G210312,123.1166952,41.0124847
G210407,123.784207,41.853646
G210408,123.9272171,41.8864946
G210409,124.038685,41.853192
G210410,123.5102009,41.9445232
G210411,124.0839601,41.9059371
G210507,123.800522,41.27833
G210706,121.126846,41.095685
G210707,122.1473745,41.7175282
G610309,107.3906,34.3528
G210906,121.656803,42.019367
G210907,121.661165,42.007004
G210908,121.670324,42.021619
G211005,123.212332,41.200459
G211006,123.155663,41.257625
G211007,123.17835,41.283995
G211008,123.129141,41.271924
G211205,123.726035,42.223828
G211206,123.726035,42.223828
G211207,123.7267998,42.2226682
G211305,120.450372,41.573734
G211306,120.4559902,41.5714413
G211307,120.450372,41.573734
G211308,120.413376,41.576749
G120027,117.18495,39.22605
G120028,117.19405,39.10671667
G120029,117.3916,39.1495
G120030,117.1933667,39.17295
G131005,116.715,39.552
G410705,113.926,35.279
G410905,114.9905556,35.767
G371404,116.274722,37.449167
G511905,106.7608,31.8456
G511906,106.7583,31.8475
G511606,106.640588,30.484353
G341704,117.49,30.66
G210121,123.2444,41.7347
G210122,123.5953,41.9086
G330505,120.1844,30.8596
S110002,116.174,40.09
S110009,116.0951,39.94472
S110016,116.349,39.954
S110023,116.2135,39.99452
S110005,116.483,39.939
S110003,116.404,39.718
S110006,116.1546,39.73135
S110007,116.2849,39.806
S110012,116.368,39.856
S110014,116.395,39.899
S110015,116.6605,39.89914
S110018,116.506,39.795
S110019,116.394,39.876
S110008,116,39.58
S110020,116.782,39.712
S110021,116.3223,39.52156
S110001,116.0188,40.36139
S110004,117.12,40.1
S110010,116.832,40.37
S110011,116.9686,40.50473
S110013,117.1,40.143
S110017,115.9679,40.45763
E110001,116.4662,39.95435
G320705,119.3681278,34.75075
G320706,119.1414139,34.58955556
G320707,119.3480278,34.69842778
G320308,117.1916667,34.30833333
G320309,117.1661111,34.18055556
G320411,119.9619444,31.80888889
G320412,120.0394444,31.76388889
G320413,119.8925,31.78638889
G321205,119.8816667,32.30305556
G320905,120.1288889,33.37194444
G321305,118.2658333,33.96
G330606,120.7789,30.0033
G330706,119.6533,29.1128
G350107,119.58,26.0931
G360110,115.9083,28.6064
G500018,106.49,29.53
G500019,106.4,29.57
G500020,106.55,29.4
G640107,106.2275,38.44139
G640108,106.2739,38.4841
G640109,106.1024,38.49494
G650108,87.4651,43.4569
G371204,117.7181,36.2092
G370613,121.5992,37.4014
G370505,118.696,37.43445
G441806,113.0472,23.63444
G445104,116.6183,23.65889
G530404,102.5389,24.3702
G530405,102.5381,24.339
G140207,113.2803,40.1114
G141007,111.505,36.10139
G150405,119.2654,42.035
G410308,112.4333333,34.67
G411205,111.19,34.7822
G510305,104.7214,29.3586
G510306,104.7747,29.3564
G320608,121.1589,31.8947
G350604,117.7116,24.506
G150703,119.7512,49.1577
G150903,113.12152,41.047019
G152204,122.100431,46.081363
G420805,112.1908,31.03389
G421103,114.8858,30.4519
G532504,103.3758,23.3682
G460301,0,0
S120001,117.293766,39.6939166
S120002,117.3431167,39.51626667
S120003,117.6503,39.02096667
S120004,117.0901667,39.07846667
S120005,117.4444167,40.04175
S120006,116.9148,38.94316667
S120007,116.7794167,38.84516667
S120008,117.8165667,39.32815
S120009,117.04264,39.384055
S120010,117.1203306,39.34089722
S120011,117.0300556,39.06077778
G371205,117.6983,36.2211
G130706,114.892,40.795
G130306,119.607,39.936
G360111,115.973,28.6969
G611003,109.9643,33.8471
G410506,114.3930556,36.08833333
G520405,105.92778,26.26111
G520406,105.94083,26.24306
G520407,105.89833,26.24806
G520408,105.9278,26.255
G430706,111.701528,28.970389
G430707,111.701528,28.970389
G430708,111.701528,28.970389
G510111,104.2725,30.5589
G630202,102.1086,36.4997
G513303,101.953333,29.997222
G630105,101.834,36.5819
G411004,113.8208333,34.03138889
G542403,92.0505,31.4733
G500021,106.55317,29.565833
G410205,114.3405556,34.80222222
G511405,103.8578,30.0744
G511406,103.8286,30.0561
G420206,114.9492694,30.1759889
G420111,114.37,30.5733
S110024,116.146,39.824
S110026,116.279,39.863
S120012,117.2016833,39.0927
S120014,117.2016833,39.0927
E310001,121.478,31.2036
E510101,104.079,30.5706
G370506,118.5022222,37.46583333
E440101,113.568,23.2783
S520101,106.872,26.7558
G511105,103.7705,29.5467
E210101,123.542,41.8336
S370601,121.1421659,37.60240665
G370614,121.2613035,37.49649023
S430701,111.701528,28.970389
G370904,117.1438361,36.19397778
G141008,111.4917,36.0417
G420207,114.9492694,30.1759889
S110027,116.3677,39.88022
G440312,113.987,22.5417
G440313,113.987,22.5417
G321006,119.46,32.38777778
G610405,108.6594,34.2969
G410805,113.261,35.235
G620304,102.1845322,38.5126827
G340805,116.9894,30.6145
G370710,119.07838,36.73357
S130101,114.157,38.021
S130102,114.152,38.038
S130103,114.069,38.071
S130104,114.06,38.088
S130105,114.517,37.766
S130106,114.529,37.772
S130107,114.204,38.267
S130108,114.196,38.248
S130109,114.668,38.367
S130110,114.667,38.334
S130111,114.69,38.349
S130112,114.958,38.173
S130113,114.991,38.178
S130114,115.038,38.033
S130115,115.011,38.026
S130116,114.651,37.881
S130117,114.635,37.9
S130118,114.633,37.906
S130119,114.562,38.133
S130120,114.565,38.166
S130121,114.593,38.159
S130122,115.213,38.197
S130123,115.184,38.181
S130124,114.367,38.315
S130125,114.386,38.302
S130126,114.85,38.015
S130127,114.85,38.032
S130128,114.843,38.023
S130129,114.56,38.444
S130130,114.546,38.428
S130131,114.377,37.648
S130132,114.392,37.672
S130133,114.77,37.756
S130134,114.774,37.747
S130135,114.77,37.771
G130110,115.201,37.933
G130111,115.224,37.949
G130112,115.221,37.928
S130136,114.607,37.623
S130137,114.601,37.601
S130138,114.347,38.085
S130139,114.325,38.098
S130140,114.324,38.083
S130701,114.744,40.769
S130702,114.726,40.774
S131001,117.039,39.985
S131002,117.039,39.993
S130703,115.27,40.494
S130704,115.296,40.508
S130901,116.537,37.889
S130902,116.532,37.872
S130201,118.091,39.582
S130202,118.099,39.583
S130203,118.117,39.561
S130801,116.652,41.215
S130802,116.64,41.231
S130204,118.129,39.831
S130205,118.139,39.841
S130206,118.169,39.839
S130501,114.528,37.441
S130502,114.514,37.441
S130401,114.601,36.33
S130402,114.586,36.321
S130503,115.479,36.873
S130504,115.501,36.871
S130207,118.901,39.417
S130208,118.919,39.432
S130705,114.725,41.155
S130903,116.12,38.737
S130904,116.124,38.694
S130905,116.091,38.675
S130505,114.699,37.135
S130506,114.667,37.121
S130803,117.507,40.423
S130804,117.49,40.414
S130805,117.669,40.552
S131101,115.584,37.541
S131102,115.605,37.549
S131103,115.581,37.548
S130507,114.494,37.286
S130508,114.519,37.293
S130906,117.313,38.385
S131003,116.285,39.461
S131004,116.307,39.461
S130301,119.479,39.818
S130509,114.681,37.021
S130510,114.671,37.015
S130511,115.412,37.364
S130512,115.369,37.367
S130513,115.381,37.339
S130907,116.712,38.036
S130908,116.704,38.05
S130601,115.462,38.453
S130602,115.455,38.455
S130302,118.901,39.889
S130303,118.899,39.9
S130806,117.793,40.958
S130209,118.454,39.74
S130210,118.695,40.268
S130909,116.416,37.63
S130910,116.397,37.631
S130603,114.993,38.738
S130604,114.976,38.748
S130807,117.771,41.956
S130808,117.756,41.949
S131005,116.291,39.456
S130403,114.463,36.625
S130404,114.45,36.617
S131006,117.653,40.494
S131007,116.997,39.892
S130405,115.155,36.291
S130406,115.154,36.291
S130407,115.147,36.293
S131008,116.648,38.705
S131009,116.66,38.712
S130514,115.317,36.984
S130515,115.264,36.99
S130911,117.125,38.056
S130912,117.098,38.045
S130516,114.937,37.624
S130517,114.918,37.62
S130518,114.921,37.61
S130605,115.322,38.428
S130606,115.325,38.435
S131104,115.512,38.233
S131105,115.532,38.238
S130607,115.932,38.933
S130608,115.942,38.942
S130609,115.796,39.278
G130607,114.988,38.523
G130608,114.984,38.509
G130609,114.997,38.522
S130706,115.106,40.615
S130707,114.917,40.677
S130610,115.868,39.048
S130809,118.474,40.607
S130810,118.468,40.596
S130708,113.978,41.085
S130709,113.979,41.09
S130304,119.77,39.977
S130408,114.2,36.443
S130409,114.24,36.423
S130710,115.289,40.98
S130711,115.29,40.98
S130519,115.031,37.218
S130520,115.03,37.234
S130521,115.014,37.052
S130522,115.029,37.063
S130811,118.699,41.017
S130812,118.68,41.006
S130523,115.139,37.059
S130524,115.133,37.074
S130410,114.952,36.482
S130411,114.949,36.484
S130712,114.588,41.854
S130713,114.585,41.836
S131010,116.679,39.531
S130211,118.262,39.666
S130212,118.269,39.674
S130714,114.726,41.165
S130611,116.091,39.028
S130612,116.035,39.059
S130613,115.662,39.025
S130715,114.403,40.678
S130716,114.392,40.68
S130717,115.503,40.419
S130718,115.524,40.421
S130412,114.693,36.453
S130413,114.671,36.44
S130813,118.184,40.782
S130814,118.17,40.775
S130305,119.251,39.882
S130306,119.249,39.871
S131106,115.961,37.347
S131107,115.935,37.36
S131011,116.476,38.871
S131012,116.464,38.88
S130525,115.258,37.518
S130526,115.242,37.522
S130307,119.177,39.734
S130308,119.167,39.713
S130614,115.501,39.353
S131108,116.234,37.691
S131109,116.269,37.692
S131110,116.251,37.676
S130414,114.951,36.785
S130415,114.979,36.751
S130615,114.725,38.62
S130616,114.746,38.614
S130213,118.436,39.277
S130214,118.456,39.29
S130617,115.127,38.706
S130618,115.16,38.705
S131111,115.709,37.52
S131112,115.704,37.509
S130527,114.7,37.488
S130528,114.696,37.478
S130416,114.208,36.67
S130417,114.187,36.703
S130418,114.263,36.686
S131113,115.964,38.03
S131114,115.954,38.035
S131115,115.887,37.802
S131116,115.893,37.801
S130215,118.721,40.221
S130419,114.5,36.77
S130420,114.497,36.783
S130421,114.475,36.754
S131013,116.504,39.322
S131014,116.48,39.321
S130529,114.51,36.861
S130530,114.512,36.877
S130531,114.497,36.855
S130913,116.922,38.262
S130914,116.673,38.234
S130619,115.877,39.068
S130915,116.801,38.295
S130916,116.095,38.444
S130917,116.113,38.438
S130918,116.092,38.447
S130719,115.681,41.668
S130720,115.666,41.668
S130919,116.558,38.072
S130920,116.585,38.089
S130921,116.593,38.079
S130922,117.493,38.142
S130923,117.48,38.138
S130422,113.686,36.589
S130423,113.673,36.583
S130620,115.714,39.394
S130621,114.704,39.355
S130622,115.979,39.504
S130623,115.971,39.473
S130624,116.034,39.492
S130721,115.229,40.371
S130722,115.215,40.373
S131117,115.743,38
S131118,115.559,38
S130532,115.655,37.037
S130533,115.678,37.078
S130625,115.486,38.778
S130626,115.496,38.771
S130627,115.524,39.568
S130628,115.329,38.955
S130216,118.681,39.51
S130217,118.673,39.497
S130218,118.67,39.741
S130219,118.71,39.747
S130815,117.329,40.925
S130816,117.344,40.949
S130817,117.66,40.551
S131119,115.65,37.648
S130924,116.147,38.194
S130925,116.117,38.189
S130220,117.72,39.899
S130221,117.745,39.907
S130629,116.029,39.109
S130926,117.237,38.064
S130927,117.21,38.035
S130424,114.394,36.376
S130425,114.388,36.36
S130426,114.384,36.38
S130222,118.239,39.635
S130928,115.823,38.422
S130929,115.81,38.433
S130427,114.788,36.549
S130723,114.576,39.856
S130724,114.596,39.846
S130630,115.578,38.488
S130631,115.589,38.51
S130725,115.838,40.919
S130726,115.806,40.907
S130428,114.199,36.419
S130223,118.711,40.003
S130224,118.689,39.981
S130225,118.683,40.001
S130226,118.297,40.128
S130227,118.311,40.152
S130228,117.952,40.197
S130229,117.959,40.189
S130230,117.991,40.205
S130534,114.403,37.058
S130535,114.348,37.183
S130429,114.526,36.594
S130430,115.174,36.819
S130431,115.181,36.811
S131120,116.174,37.866
S131121,116.151,37.867
S130632,114.193,38.85
S130633,114.194,38.851
S130727,114.143,40.103
S130728,114.128,40.105
S130818,117.733,41.31
S130819,117.734,41.326
S130536,114.792,37.346
S130537,114.752,37.354
